,Country ISO3,Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Admin 3 PCode,Admin 3 Name,Description,Cluster,Category,Population,In Need,Targeted,Affected,Reached,Info,Cluster Full
60925,AFG,,,AF1719,Shighnan,,,Final HRP caseload,ALL,total,50076.0,33054.0,24129.0,,,,All Sectors
61116,AFG,,,AF1720,Khwahan,,,Final HRP caseload,ALL,total,36150.0,18274.0,17540.0,,,,All Sectors
61340,AFG,,,AF1721,Kofab,,,Final HRP caseload,ALL,total,37266.0,18862.0,18127.0,,,,All Sectors
61543,AFG,,,AF1722,Darwaz-e-Payin,,,Final HRP caseload,ALL,total,51932.0,26205.0,25105.0,,,,All Sectors
61791,AFG,,,AF1723,Eshkashem,,,Final HRP caseload,ALL,total,41612.0,21149.0,20412.0,,,,All Sectors
61995,AFG,,,AF1724,Shaki,,,Final HRP caseload,ALL,total,36748.0,20162.0,20044.0,,,,All Sectors
62188,AFG,,,AF1725,Zebak,,,Final HRP caseload,ALL,total,24628.0,16632.0,12141.0,,,,All Sectors
62357,AFG,,,AF1726,Koran Wa Monjan,,,Final HRP caseload,ALL,total,29959.0,15204.0,14652.0,,,,All Sectors
62555,AFG,,,AF1727,Darwaz-e-Balla,,,Final HRP caseload,ALL,total,53090.0,35725.0,26079.0,,,,All Sectors
62792,AFG,,,AF1728,Wakhan,,,Final HRP caseload,ALL,total,37014.0,18729.0,17995.0,,,,All Sectors
62975,AFG,AF18,Takhar,,,,,Final HRP caseload,ALL,total,1730911.0,1145195.0,740252.0,,,,All Sectors
63334,AFG,,,AF1801,Taloqan,,,Final HRP caseload,ALL,total,423660.0,285437.0,160276.0,,,,All Sectors
63649,AFG,,,AF1802,Hazar Sumuch,,,Final HRP caseload,ALL,total,31235.0,23395.0,15103.0,,,,All Sectors
63871,AFG,,,AF1803,Baharak,,,Final HRP caseload,ALL,total,80531.0,52215.0,40137.0,,,,All Sectors
64142,AFG,,,AF1804,Bangi,,,Final HRP caseload,ALL,total,64376.0,47557.0,32011.0,,,,All Sectors
64382,AFG,,,AF1805,Chal,,,Final HRP caseload,ALL,total,55083.0,25350.0,19644.0,,,,All Sectors
64601,AFG,,,AF1806,Namak Ab,,,Final HRP caseload,ALL,total,36477.0,23264.0,16983.0,,,,All Sectors
64870,AFG,,,AF1807,Kalafgan,,,Final HRP caseload,ALL,total,66920.0,30797.0,20856.0,,,,All Sectors
65088,AFG,,,AF1808,Farkhar,,,Final HRP caseload,ALL,total,65463.0,49032.0,32218.0,,,,All Sectors
65405,AFG,,,AF1809,Khwaja Ghar,,,Final HRP caseload,ALL,total,93105.0,65150.0,31544.0,,,,All Sectors
65712,AFG,,,AF1810,Rostaq,,,Final HRP caseload,ALL,total,253852.0,196442.0,118824.0,,,,All Sectors
65996,AFG,,,AF1811,Eshkmesh,,,Final HRP caseload,ALL,total,99129.0,76638.0,49912.0,,,,All Sectors
66267,AFG,,,AF1812,Dasht-e-Qala,,,Final HRP caseload,ALL,total,90000.0,54800.0,40004.0,,,,All Sectors
66538,AFG,,,AF1813,Warsaj,,,Final HRP caseload,ALL,total,56577.0,41100.0,27547.0,,,,All Sectors
66796,AFG,,,AF1814,Khwaja Bahawuddin,,,Final HRP caseload,ALL,total,57010.0,26237.0,20841.0,,,,All Sectors
67106,AFG,,,AF1815,Darqad,,,Final HRP caseload,ALL,total,60256.0,40885.0,29846.0,,,,All Sectors
67406,AFG,,,AF1816,Chahab,,,Final HRP caseload,ALL,total,114870.0,68990.0,58186.0,,,,All Sectors
67633,AFG,,,AF1817,Yangi Qala,,,Final HRP caseload,ALL,total,82367.0,37907.0,26320.0,,,,All Sectors
67933,AFG,AF19,Kunduz,,,,,Final HRP caseload,ALL,total,1192689.0,803974.0,416899.0,,,,All Sectors
68311,AFG,,,AF1901,Kunduz,,,Final HRP caseload,ALL,total,357635.0,229952.0,104368.0,,,,All Sectors
68642,AFG,,,AF1902,Chahar Darah,,,Final HRP caseload,ALL,total,87919.0,53361.0,24647.0,,,,All Sectors
68943,AFG,,,AF1903,Ali Abad,,,Final HRP caseload,ALL,total,66346.0,37081.0,22171.0,,,,All Sectors
69222,AFG,,,AF1904,Khan Abad,,,Final HRP caseload,ALL,total,161582.0,124844.0,73977.0,,,,All Sectors
69537,AFG,,,AF1905,Imam Sahib,,,Final HRP caseload,ALL,total,322450.0,209955.0,93431.0,,,,All Sectors
69886,AFG,,,AF1906,Dasht-e-Archi,,,Final HRP caseload,ALL,total,113901.0,87482.0,56946.0,,,,All Sectors
70162,AFG,,,AF1907,Qala-e-Zal,,,Final HRP caseload,ALL,total,82857.0,61300.0,41360.0,,,,All Sectors
70477,AFG,AF20,Samangan,,,,,Final HRP caseload,ALL,total,591930.0,439349.0,283574.0,,,,All Sectors
70836,AFG,,,AF2001,Aybak,,,Final HRP caseload,ALL,total,179593.0,139138.0,92204.0,,,,All Sectors
71146,AFG,,,AF2002,Hazrat-e-Sultan,,,Final HRP caseload,ALL,total,77028.0,56252.0,38296.0,,,,All Sectors
71451,AFG,,,AF2003,Khuram Wa Sarbagh,,,Final HRP caseload,ALL,total,60359.0,46761.0,29534.0,,,,All Sectors
71723,AFG,,,AF2004,Feroz Nakhchir,,,Final HRP caseload,ALL,total,28186.0,21836.0,13793.0,,,,All Sectors
72017,AFG,,,AF2005,Ruy-e-Duab,,,Final HRP caseload,ALL,total,68354.0,51197.0,34102.0,,,,All Sectors
72274,AFG,,,AF2006,Dara-e-Suf-e-Payin,,,Final HRP caseload,ALL,total,93222.0,63621.0,47538.0,,,,All Sectors
72551,AFG,,,AF2007,Dara-e-Suf-e-Bala,,,Final HRP caseload,ALL,total,85188.0,60544.0,28107.0,,,,All Sectors
72894,AFG,AF21,Balkh,,,,,Final HRP caseload,ALL,total,2512895.0,1091239.0,934580.0,,,,All Sectors
73280,AFG,,,AF2101,Mazar-e-Sharif,,,Final HRP caseload,ALL,total,794865.0,309494.0,297269.0,,,,All Sectors
73559,AFG,,,AF2102,Nahr-e-Shahi,,,Final HRP caseload,ALL,total,279660.0,91939.0,84581.0,,,,All Sectors
73841,AFG,,,AF2103,Dehdadi,,,Final HRP caseload,ALL,total,215343.0,75965.0,70381.0,,,,All Sectors
74158,AFG,,,AF2104,Charkent,,,Final HRP caseload,ALL,total,62144.0,28774.0,24453.0,,,,All Sectors
74398,AFG,,,AF2105,Marmul,,,Final HRP caseload,ALL,total,27602.0,13682.0,13559.0,,,,All Sectors
74643,AFG,,,AF2106,Balkh,,,Final HRP caseload,ALL,total,206941.0,99283.0,64389.0,,,,All Sectors
74971,AFG,,,AF2107,Sholgareh,,,Final HRP caseload,ALL,total,140592.0,70975.0,70975.0,,,,All Sectors
75280,AFG,,,AF2108,Chemtal,,,Final HRP caseload,ALL,total,137026.0,63032.0,42977.0,,,,All Sectors
75590,AFG,,,AF2109,Dawlat Abad,,,Final HRP caseload,ALL,total,147216.0,63480.0,50030.0,,,,All Sectors
75900,AFG,,,AF2110,Khulm,,,Final HRP caseload,ALL,total,80935.0,40409.0,40349.0,,,,All Sectors
76192,AFG,,,AF2111,Char Bolak,,,Final HRP caseload,ALL,total,135810.0,65141.0,40899.0,,,,All Sectors
76496,AFG,,,AF2112,Shortepa,,,Final HRP caseload,ALL,total,63599.0,31701.0,31602.0,,,,All Sectors
76781,AFG,,,AF2113,Kaldar,,,Final HRP caseload,ALL,total,38377.0,18951.0,18711.0,,,,All Sectors
77006,AFG,,,AF2114,Keshendeh,,,Final HRP caseload,ALL,total,78432.0,58746.0,39034.0,,,,All Sectors
77265,AFG,,,AF2115,Zari,,,Final HRP caseload,ALL,total,73765.0,50111.0,36581.0,,,,All Sectors
77529,AFG,,,AF2116,Sharak-e-Hayratan,,,Final HRP caseload,ALL,total,30587.0,9556.0,8791.0,,,,All Sectors
77724,AFG,AF22,Sar-e-Pul,,,,,Final HRP caseload,ALL,total,774039.0,453213.0,380990.0,,,,All Sectors
78034,AFG,,,AF2201,Sar-e-Pul,,,Final HRP caseload,ALL,total,185592.0,122354.0,95358.0,,,,All Sectors
78344,AFG,,,AF2202,Sayad,,,Final HRP caseload,ALL,total,92009.0,63247.0,46170.0,,,,All Sectors
78652,AFG,,,AF2203,Kohestanat,,,Final HRP caseload,ALL,total,145704.0,75532.0,74392.0,,,,All Sectors
78935,AFG,,,AF2204,Sozmaqala,,,Final HRP caseload,ALL,total,67174.0,45865.0,33481.0,,,,All Sectors
79245,AFG,,,AF2205,Sancharak,,,Final HRP caseload,ALL,total,138912.0,73017.0,72282.0,,,,All Sectors
79542,AFG,,,AF2206,Gosfandi,,,Final HRP caseload,ALL,total,65454.0,32803.0,19873.0,,,,All Sectors
79833,AFG,,,AF2207,Balkhab,,,Final HRP caseload,ALL,total,79193.0,40395.0,39434.0,,,,All Sectors
80081,AFG,AF23,Ghor,,,,,Final HRP caseload,ALL,total,1095483.0,571633.0,396098.0,,,,All Sectors
80435,AFG,,,AF2301,Feroz Koh,,,Final HRP caseload,ALL,total,253415.0,179459.0,131005.0,,,,All Sectors
80768,AFG,,,AF2302,DoLayna,,,Final HRP caseload,ALL,total,68578.0,27416.0,19414.0,,,,All Sectors
80982,AFG,,,AF2303,Dawlatyar,,,Final HRP caseload,ALL,total,67279.0,27568.0,19907.0,,,,All Sectors
81203,AFG,,,AF2304,Charsadra,,,Final HRP caseload,ALL,total,66316.0,27174.0,19623.0,,,,All Sectors
81418,AFG,,,AF2305,Pasaband,,,Final HRP caseload,ALL,total,128595.0,83945.0,43346.0,,,,All Sectors
81639,AFG,,,AF2306,Shahrak,,,Final HRP caseload,ALL,total,102245.0,43714.0,32875.0,,,,All Sectors
81874,AFG,,,AF2307,Lal Wa Sarjangal,,,Final HRP caseload,ALL,total,141702.0,57652.0,43980.0,,,,All Sectors
82121,AFG,,,AF2308,Taywarah,,,Final HRP caseload,ALL,total,126697.0,60778.0,42088.0,,,,All Sectors
82321,AFG,,,AF2309,Tolak,,,Final HRP caseload,ALL,total,82307.0,38632.0,27342.0,,,,All Sectors
82559,AFG,,,AF2310,Saghar,,,Final HRP caseload,ALL,total,58348.0,25295.0,16518.0,,,,All Sectors
82816,AFG,AF24,Daykundi,,,,,Final HRP caseload,ALL,total,858718.0,512568.0,431403.0,,,,All Sectors
83163,AFG,,,AF2401,Nili,,,Final HRP caseload,ALL,total,77560.0,50547.0,40035.0,,,,All Sectors
83417,AFG,,,AF2402,Shahrestan,,,Final HRP caseload,ALL,total,130342.0,73320.0,67778.0,,,,All Sectors
83660,AFG,,,AF2403,Ashtarlay,,,Final HRP caseload,ALL,total,107860.0,63661.0,54501.0,,,,All Sectors
83879,AFG,,,AF2404,Khadir,,,Final HRP caseload,ALL,total,78578.0,53577.0,39111.0,,,,All Sectors
84108,AFG,,,AF2405,Kiti,,,Final HRP caseload,ALL,total,109259.0,60626.0,55236.0,,,,All Sectors
84334,AFG,,,AF2406,Miramor,,,Final HRP caseload,ALL,total,135847.0,75661.0,69211.0,,,,All Sectors
84600,AFG,,,AF2407,Sang-e-Takht,,,Final HRP caseload,ALL,total,94466.0,58426.0,48922.0,,,,All Sectors
84830,AFG,,,AF2408,Kajran,,,Final HRP caseload,ALL,total,59492.0,32226.0,24105.0,,,,All Sectors
85077,AFG,,,AF2409,Patoo,,,Final HRP caseload,ALL,total,65314.0,44526.0,32504.0,,,,All Sectors
85338,AFG,AF25,Uruzgan,,,,,Final HRP caseload,ALL,total,594082.0,326427.0,235672.0,,,,All Sectors
85697,AFG,,,AF2501,Tirinkot,,,Final HRP caseload,ALL,total,171121.0,87358.0,62059.0,,,,All Sectors
86056,AFG,,,AF2502,Dehrawud,,,Final HRP caseload,ALL,total,98533.0,56748.0,39721.0,,,,All Sectors
86401,AFG,,,AF2503,Chora,,,Final HRP caseload,ALL,total,48007.0,23742.0,13251.0,,,,All Sectors
86697,AFG,,,AF2504,Shahid-e-Hassas,,,Final HRP caseload,ALL,total,103354.0,53215.0,52133.0,,,,All Sectors
86970,AFG,,,AF2505,Khas Uruzgan,,,Final HRP caseload,ALL,total,74281.0,55637.0,24316.0,,,,All Sectors
87250,AFG,,,AF2506,Chinarto,,,Final HRP caseload,ALL,total,27843.0,13448.0,9093.0,,,,All Sectors
87473,AFG,,,AF2507,Gizab,,,Final HRP caseload,ALL,total,70943.0,36279.0,35098.0,,,,All Sectors
87783,AFG,AF26,Zabul,,,,,Final HRP caseload,ALL,total,420559.0,231931.0,191432.0,,,,All Sectors
88142,AFG,,,AF2601,Qalat,,,Final HRP caseload,ALL,total,61936.0,31824.0,31824.0,,,,All Sectors
88496,AFG,,,AF2602,Tarnak Wa Jaldak,,,Final HRP caseload,ALL,total,39715.0,19614.0,19414.0,,,,All Sectors
88794,AFG,,,AF2603,Shinkay,,,Final HRP caseload,ALL,total,30916.0,20659.0,15081.0,,,,All Sectors
89099,AFG,,,AF2604,Mizan,,,Final HRP caseload,ALL,total,30919.0,14798.0,10200.0,,,,All Sectors
89393,AFG,,,AF2605,Arghandab,,,Final HRP caseload,ALL,total,38764.0,19113.0,18914.0,,,,All Sectors
89693,AFG,,,AF2606,Shah Joi,,,Final HRP caseload,ALL,total,63653.0,47676.0,34186.0,,,,All Sectors
89964,AFG,,,AF2607,Daychopan,,,Final HRP caseload,ALL,total,40303.0,19260.0,15598.0,,,,All Sectors
90233,AFG,,,AF2608,Atghar,,,Final HRP caseload,ALL,total,21315.0,10194.0,9013.0,,,,All Sectors
90471,AFG,,,AF2609,Nawbahar,,,Final HRP caseload,ALL,total,21479.0,8669.0,6383.0,,,,All Sectors
90742,AFG,,,AF2610,Shamul Zayi,,,Final HRP caseload,ALL,total,32570.0,21451.0,15659.0,,,,All Sectors
91057,AFG,,,AF2611,Kakar,,,Final HRP caseload,ALL,total,38989.0,18673.0,15161.0,,,,All Sectors
91352,AFG,AF27,Kandahar,,,,,Final HRP caseload,ALL,total,1930296.0,1085006.0,616232.0,,,,All Sectors
91760,AFG,,,AF2701,Kandahar,,,Final HRP caseload,ALL,total,796250.0,438998.0,220328.0,,,,All Sectors
92139,AFG,,,AF2702,Arghandab,,,Final HRP caseload,ALL,total,85804.0,63299.0,42909.0,,,,All Sectors
92410,AFG,,,AF2703,Daman,,,Final HRP caseload,ALL,total,91490.0,42110.0,24426.0,,,,All Sectors
92701,AFG,,,AF2704,Panjwayi,,,Final HRP caseload,ALL,total,122112.0,56172.0,28960.0,,,,All Sectors
92972,AFG,,,AF2705,Zheray,,,Final HRP caseload,ALL,total,119399.0,67500.0,33643.0,,,,All Sectors
93292,AFG,,,AF2706,Shah Wali Kot,,,Final HRP caseload,ALL,total,80947.0,62571.0,40356.0,,,,All Sectors
93597,AFG,,,AF2707,Khakrez,,,Final HRP caseload,ALL,total,54134.0,21778.0,13414.0,,,,All Sectors
93876,AFG,,,AF2708,Arghestan,,,Final HRP caseload,ALL,total,57180.0,43973.0,28229.0,,,,All Sectors
94219,AFG,,,AF2709,Ghorak,,,Final HRP caseload,ALL,total,32335.0,23513.0,15608.0,,,,All Sectors
94447,AFG,,,AF2710,Maywand,,,Final HRP caseload,ALL,total,125554.0,96817.0,63801.0,,,,All Sectors
94757,AFG,,,AF2711,Spin Boldak,,,Final HRP caseload,ALL,total,216938.0,92935.0,52141.0,,,,All Sectors
95102,AFG,,,AF2712,Nesh,,,Final HRP caseload,ALL,total,35891.0,26147.0,17405.0,,,,All Sectors
95368,AFG,,,AF2713,Miyanshin,,,Final HRP caseload,ALL,total,25874.0,10508.0,7203.0,,,,All Sectors
95631,AFG,,,AF2714,Shorabak,,,Final HRP caseload,ALL,total,21766.0,12593.0,10711.0,,,,All Sectors
95918,AFG,,,AF2715,Maruf,,,Final HRP caseload,ALL,total,48321.0,19658.0,13156.0,,,,All Sectors
96186,AFG,,,AF2716,Reg,,,Final HRP caseload,ALL,total,16300.0,6435.0,3942.0,,,,All Sectors
96395,AFG,AF28,Jawzjan,,,,,Final HRP caseload,ALL,total,837082.0,459947.0,347501.0,,,,All Sectors
96705,AFG,,,AF2801,Shiberghan,,,Final HRP caseload,ALL,total,273916.0,127007.0,102555.0,,,,All Sectors
97015,AFG,,,AF2802,Khwaja Dukoh,,,Final HRP caseload,ALL,total,52933.0,26202.0,25997.0,,,,All Sectors
97325,AFG,,,AF2803,Khanaqa,,,Final HRP caseload,ALL,total,41388.0,26799.0,19563.0,,,,All Sectors
97635,AFG,,,AF2804,Mingajik,,,Final HRP caseload,ALL,total,54905.0,36531.0,26668.0,,,,All Sectors
97914,AFG,,,AF2805,Qush Tepa,,,Final HRP caseload,ALL,total,76794.0,52292.0,38173.0,,,,All Sectors
98207,AFG,,,AF2806,Khamyab,,,Final HRP caseload,ALL,total,22788.0,13407.0,9873.0,,,,All Sectors
98399,AFG,,,AF2807,Aqcha,,,Final HRP caseload,ALL,total,94687.0,60316.0,29141.0,,,,All Sectors
98709,AFG,,,AF2808,Fayzabad,,,Final HRP caseload,ALL,total,65843.0,30369.0,21249.0,,,,All Sectors
99019,AFG,,,AF2809,Mardyan,,,Final HRP caseload,ALL,total,43172.0,32335.0,20501.0,,,,All Sectors
99321,AFG,,,AF2810,Qarqin,,,Final HRP caseload,ALL,total,30724.0,14793.0,13958.0,,,,All Sectors
99524,AFG,,,AF2811,Darzab,,,Final HRP caseload,ALL,total,79933.0,39896.0,39823.0,,,,All Sectors
99785,AFG,AF29,Faryab,,,,,Final HRP caseload,ALL,total,1586119.0,763110.0,714715.0,,,,All Sectors
100095,AFG,,,AF2901,Maymana,,,Final HRP caseload,ALL,total,152841.0,61565.0,56786.0,,,,All Sectors
100371,AFG,,,AF2902,Pashtun Kot,,,Final HRP caseload,ALL,total,238504.0,115904.0,108024.0,,,,All Sectors
100671,AFG,,,AF2903,Khwaja Sabz Posh,,,Final HRP caseload,ALL,total,93171.0,46781.0,46781.0,,,,All Sectors
100947,AFG,,,AF2904,Almar,,,Final HRP caseload,ALL,total,107527.0,51626.0,41472.0,,,,All Sectors
101224,AFG,,,AF2905,Bilcheragh,,,Final HRP caseload,ALL,total,83130.0,41529.0,41503.0,,,,All Sectors
101500,AFG,,,AF2906,Shirin Tagab,,,Final HRP caseload,ALL,total,129080.0,64365.0,64195.0,,,,All Sectors
101805,AFG,,,AF2907,Qaysar,,,Final HRP caseload,ALL,total,181224.0,87011.0,80651.0,,,,All Sectors
102079,AFG,,,AF2908,Garzewan,,,Final HRP caseload,ALL,total,133205.0,70012.0,70012.0,,,,All Sectors
102340,AFG,,,AF2909,Dawlat Abad,,,Final HRP caseload,ALL,total,100327.0,50542.0,50542.0,,,,All Sectors
102608,AFG,,,AF2910,Kohistan,,,Final HRP caseload,ALL,total,88731.0,45177.0,45177.0,,,,All Sectors
102838,AFG,,,AF2911,Qaram Qul,,,Final HRP caseload,ALL,total,46233.0,22204.0,15459.0,,,,All Sectors
103094,AFG,,,AF2912,Qurghan,,,Final HRP caseload,ALL,total,57083.0,28182.0,27813.0,,,,All Sectors
103354,AFG,,,AF2913,Andkhoy,,,Final HRP caseload,ALL,total,124926.0,53411.0,41773.0,,,,All Sectors
103645,AFG,,,AF2914,Khan-e-Char Bagh,,,Final HRP caseload,ALL,total,50136.0,24801.0,24527.0,,,,All Sectors
103910,AFG,AF30,Hilmand,,,,,Final HRP caseload,ALL,total,2479305.0,1436295.0,1083317.0,,,,All Sectors
104274,AFG,,,AF3001,Lashkargah,,,Final HRP caseload,ALL,total,395500.0,241428.0,205685.0,,,,All Sectors
104638,AFG,,,AF3002,Nad-e-Ali,,,Final HRP caseload,ALL,total,413554.0,237706.0,173525.0,,,,All Sectors
104997,AFG,,,AF3003,Nawa-e-Barakzaiy,,,Final HRP caseload,ALL,total,156562.0,65870.0,44418.0,,,,All Sectors
105322,AFG,,,AF3004,Nahr-e-Saraj,,,Final HRP caseload,ALL,total,321472.0,127533.0,78202.0,,,,All Sectors
105637,AFG,,,AF3005,Washer,,,Final HRP caseload,ALL,total,67695.0,27027.0,16468.0,,,,All Sectors
105944,AFG,,,AF3006,Garmser,,,Final HRP caseload,ALL,total,215481.0,137450.0,116907.0,,,,All Sectors
106225,AFG,,,AF3007,Nawzad,,,Final HRP caseload,ALL,total,175765.0,112907.0,96032.0,,,,All Sectors
106579,AFG,,,AF3008,Sangin,,,Final HRP caseload,ALL,total,97835.0,40494.0,27567.0,,,,All Sectors
106884,AFG,,,AF3009,Musa Qala,,,Final HRP caseload,ALL,total,175211.0,135429.0,95741.0,,,,All Sectors
107243,AFG,,,AF3010,Kajaki,,,Final HRP caseload,ALL,total,183314.0,141710.0,97810.0,,,,All Sectors
107556,AFG,,,AF3011,Reg-i-Khan Nishin,,,Final HRP caseload,ALL,total,47205.0,27734.0,13301.0,,,,All Sectors
107788,AFG,,,AF3012,Baghran,,,Final HRP caseload,ALL,total,205857.0,131502.0,111848.0,,,,All Sectors
108137,AFG,,,AF3013,Deh-e-Shu,,,Final HRP caseload,ALL,total,23854.0,9504.0,5813.0,,,,All Sectors
108392,AFG,AF31,Badghis,,,,,Final HRP caseload,ALL,total,843192.0,415381.0,315999.0,,,,All Sectors
108755,AFG,,,AF3101,Qala-e-Naw,,,Final HRP caseload,ALL,total,131841.0,72575.0,67106.0,,,,All Sectors
109094,AFG,,,AF3102,Ab Kamari,,,Final HRP caseload,ALL,total,131009.0,56802.0,38032.0,,,,All Sectors
109386,AFG,,,AF3103,Muqur,,,Final HRP caseload,ALL,total,46487.0,31576.0,23856.0,,,,All Sectors
109718,AFG,,,AF3104,Qadis,,,Final HRP caseload,ALL,total,153986.0,67125.0,46056.0,,,,All Sectors
110060,AFG,,,AF3105,Bala Murghab,,,Final HRP caseload,ALL,total,167386.0,72993.0,55554.0,,,,All Sectors
110364,AFG,,,AF3106,Jawand,,,Final HRP caseload,ALL,total,124255.0,53785.0,41213.0,,,,All Sectors
110599,AFG,,,AF3107,Ghormach,,,Final HRP caseload,ALL,total,88228.0,60524.0,44183.0,,,,All Sectors
110920,AFG,AF32,Hirat,,,,,Final HRP caseload,ALL,total,3494895.0,1594800.0,1293980.0,,,,All Sectors
111364,AFG,,,AF3201,Hirat,,,Final HRP caseload,ALL,total,1222119.0,474528.0,460680.0,,,,All Sectors
111738,AFG,,,AF3202,Injil,,,Final HRP caseload,ALL,total,317133.0,166567.0,99744.0,,,,All Sectors
112094,AFG,,,AF3203,Guzara,,,Final HRP caseload,ALL,total,269649.0,124039.0,82239.0,,,,All Sectors
112458,AFG,,,AF3204,Karukh,,,Final HRP caseload,ALL,total,103421.0,49607.0,31542.0,,,,All Sectors
112772,AFG,,,AF3205,Zindajan,,,Final HRP caseload,ALL,total,89781.0,43063.0,28027.0,,,,All Sectors
113115,AFG,,,AF3206,Pashtun Zarghun,,,Final HRP caseload,ALL,total,167808.0,80498.0,51755.0,,,,All Sectors
113377,AFG,,,AF3207,Kushk,,,Final HRP caseload,ALL,total,195942.0,100798.0,100798.0,,,,All Sectors
113637,AFG,,,AF3208,Gulran,,,Final HRP caseload,ALL,total,162407.0,79602.0,78061.0,,,,All Sectors
113905,AFG,,,AF3209,Adraskan,,,Final HRP caseload,ALL,total,127989.0,58875.0,44517.0,,,,All Sectors
114207,AFG,,,AF3210,Kushk-e-Kuhna,,,Final HRP caseload,ALL,total,84496.0,38868.0,30258.0,,,,All Sectors
114514,AFG,,,AF3211,Ghoryan,,,Final HRP caseload,ALL,total,137002.0,69818.0,69818.0,,,,All Sectors
114806,AFG,,,AF3212,Obe,,,Final HRP caseload,ALL,total,129350.0,56584.0,40336.0,,,,All Sectors
115158,AFG,,,AF3213,Kohsan,,,Final HRP caseload,ALL,total,113893.0,75059.0,54752.0,,,,All Sectors
115498,AFG,,,AF3214,Shindand,,,Final HRP caseload,ALL,total,264330.0,126796.0,86958.0,,,,All Sectors
115836,AFG,,,AF3215,Farsi,,,Final HRP caseload,ALL,total,55429.0,26590.0,17798.0,,,,All Sectors
116035,AFG,,,AF3216,Chisht-e-Sharif,,,Final HRP caseload,ALL,total,54145.0,23508.0,16698.0,,,,All Sectors
116275,AFG,AF33,Farah,,,,,Final HRP caseload,ALL,total,826436.0,383046.0,311146.0,,,,All Sectors
116634,AFG,,,AF3301,Farah,,,Final HRP caseload,ALL,total,207130.0,99403.0,94268.0,,,,All Sectors
116978,AFG,,,AF3302,Pushtrod,,,Final HRP caseload,ALL,total,59628.0,24843.0,16215.0,,,,All Sectors
117196,AFG,,,AF3303,Khak-e-Safed,,,Final HRP caseload,ALL,total,58969.0,23468.0,13935.0,,,,All Sectors
117466,AFG,,,AF3304,Qala-e-Kah,,,Final HRP caseload,ALL,total,44576.0,31095.0,22699.0,,,,All Sectors
117684,AFG,,,AF3305,Shibkoh,,,Final HRP caseload,ALL,total,35254.0,13823.0,8030.0,,,,All Sectors
117895,AFG,,,AF3306,Bala Buluk,,,Final HRP caseload,ALL,total,96472.0,48516.0,48516.0,,,,All Sectors
118234,AFG,,,AF3307,Anar Dara,,,Final HRP caseload,ALL,total,41771.0,20502.0,20130.0,,,,All Sectors
118469,AFG,,,AF3308,Bakwa,,,Final HRP caseload,ALL,total,81421.0,33890.0,22141.0,,,,All Sectors
118769,AFG,,,AF3309,Lash-e-Juwayn,,,Final HRP caseload,ALL,total,29894.0,15713.0,15713.0,,,,All Sectors
118972,AFG,,,AF3310,Gulistan,,,Final HRP caseload,ALL,total,76630.0,30411.0,18680.0,,,,All Sectors
119211,AFG,,,AF3311,Pur Chaman,,,Final HRP caseload,ALL,total,94691.0,41381.0,30820.0,,,,All Sectors
119421,AFG,AF34,Nimroz,,,,,Final HRP caseload,ALL,total,456128.0,178829.0,157570.0,,,,All Sectors
119827,AFG,,,AF3401,Zaranj,,,Final HRP caseload,ALL,total,280046.0,102941.0,92919.0,,,,All Sectors
120156,AFG,,,AF3402,Kang,,,Final HRP caseload,ALL,total,32219.0,13202.0,12164.0,,,,All Sectors
120383,AFG,,,AF3403,Chakhansur,,,Final HRP caseload,ALL,total,27937.0,10456.0,9583.0,,,,All Sectors
120663,AFG,,,AF3404,Char Burjak,,,Final HRP caseload,ALL,total,28456.0,9723.0,9043.0,,,,All Sectors
120889,AFG,,,AF3405,Khashrod,,,Final HRP caseload,ALL,total,87470.0,42508.0,33862.0,,,,All Sectors
121162,BFA,,,,,,,HNRP 2025,ALL,total,23449865.0,5915136.0,3672506.0,,,,All Sectors
121304,BFA,,,,,BF130001,Komki-Ipala,HNRP 2025,ALL,total,24182.0,,,,,,All Sectors
121323,BFA,,,,,BF130002,Komsilga,HNRP 2025,ALL,total,170272.0,,,,,,All Sectors
121342,BFA,,,,,BF130003,Koubri,HNRP 2025,ALL,total,66909.0,,,,,,All Sectors
121362,BFA,,,,,BF130004,Ouagadougou,HNRP 2025,ALL,total,2877168.0,22751.0,4538.0,,,,All Sectors
121401,BFA,,,,,BF130005,Pabré,HNRP 2025,ALL,total,44792.0,14289.0,1.0,,,,All Sectors
121459,BFA,,,,,BF130006,Saaba,HNRP 2025,ALL,total,370576.0,5333.0,2.0,,,,All Sectors
121491,BFA,,,,,BF130007,Tanguen-Dassouri,HNRP 2025,ALL,total,74426.0,,,,,,All Sectors
121510,BFA,,,,,BF460101,Bagassi,HNRP 2025,ALL,total,47040.0,6721.0,3606.0,,,,All Sectors
121591,BFA,,,,,BF460102,Bana,HNRP 2025,ALL,total,22452.0,2919.0,1735.0,,,,All Sectors
121662,BFA,,,,,BF460103,Boromo,HNRP 2025,ALL,total,44229.0,12586.0,8089.0,,,,All Sectors
121749,BFA,,,,,BF460104,Fara,HNRP 2025,ALL,total,69912.0,9653.0,,,,,All Sectors
121820,BFA,,,,,BF460105,Ouri,HNRP 2025,ALL,total,40162.0,5210.0,2852.0,,,,All Sectors
